pin_code,state,district,raw_ltm_rainfall_mm,raw_cdd_p90_days,raw_deficit_freq_pct,raw_trend_mm_per_decade,trend_direction,trend_significant,mk_pval,data_source,nn_pincodes_used,nn_max_dist_km,pet_mm,aridity_index,chirps_ltm_mm,chirps_deficit_pct,chirps_monsoon_conc,chirps_trend_mm_yr,chirps_trend_pval,norm_aridity_index,norm_ltm_rainfall,norm_deficit_freq,norm_cdd_p90,norm_monsoon_conc,norm_trend,drought_score,risk_level
583220,Karnataka,Ballari,448.7,112.9,30.81,51.9,Strong Wetting,True,0.0012,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,56.11,48.18,50.0,59.64,High
583221,Karnataka,Ballari,607.6,112.7,24.43,49.62,Strong Wetting,True,0.002,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,55.95,48.18,50.0,59.62,High
583222,Karnataka,Ballari,514.1,103.4,30.07,45.79,Strong Wetting,True,0.0062,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,48.72,48.18,50.0,58.53,High
583223,Karnataka,Ballari,543.8,104.3,29.38,43.3,Strong Wetting,True,0.0095,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,49.42,48.18,50.0,58.64,High
583224,Karnataka,Ballari,496.4,77.1,30.55,46.31,Strong Wetting,True,0.0058,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,28.25,48.18,50.0,55.46,High
583225,Karnataka,Ballari,528.9,79.6,28.41,42.4,Strong Wetting,True,0.0149,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,30.19,48.18,50.0,55.76,High
583226,Karnataka,Koppal,494.0,105.7,34.09,60.64,Strong Wetting,True,0.0004,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,50.51,48.18,50.0,58.8,High
583227,Karnataka,Koppal,498.1,105.0,27.82,38.02,Strong Wetting,True,0.0195,nearest_neighbour,"[583235, 583268, 583215]",11.6,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,49.96,48.18,50.0,58.72,High
583228,Karnataka,Koppal,470.8,96.4,27.84,37.89,Strong Wetting,True,0.0147,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,43.27,48.18,50.0,57.72,High
583229,Karnataka,Koppal,476.3,108.1,29.63,37.68,Strong Wetting,True,0.0085,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.37,48.18,50.0,59.08,High
583230,Karnataka,Koppal,449.5,111.5,29.75,40.64,Strong Wetting,True,0.0084,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,55.02,48.18,50.0,59.48,High
583231,Karnataka,Koppal,452.0,93.7,28.03,43.09,Strong Wetting,True,0.0028,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,41.17,48.18,50.0,57.4,High
583232,Karnataka,Koppal,482.2,110.2,33.45,52.54,Strong Wetting,True,0.002,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,54.01,48.18,50.0,59.33,High
583233,Karnataka,Koppal,540.0,58.4,27.27,44.47,Strong Wetting,True,0.0132,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,13.7,48.18,50.0,53.28,High
583234,Karnataka,Koppal,492.8,95.1,29.34,39.78,Strong Wetting,True,0.0124,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,42.26,48.18,50.0,57.56,High
583235,Karnataka,Koppal,480.7,104.9,26.52,35.02,Strong Wetting,True,0.0267,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,49.88,48.18,50.0,58.71,High
583236,Karnataka,Koppal,437.6,109.3,31.92,40.5,Strong Wetting,True,0.0044,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.31,48.18,50.0,59.22,High
583237,Karnataka,Koppal,427.5,109.1,28.53,34.47,Strong Wetting,True,0.0111,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.15,48.18,50.0,59.2,High
583238,Karnataka,Koppal,470.0,112.1,31.01,50.48,Strong Wetting,True,0.0019,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,55.49,48.18,50.0,59.55,High
583239,Karnataka,Ballari,509.8,104.9,30.05,41.31,Strong Wetting,True,0.013,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,49.88,48.18,50.0,58.71,High
583268,Karnataka,Koppal,505.9,106.4,27.92,40.22,Strong Wetting,True,0.0127,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.05,48.18,50.0,58.88,High
583275,Karnataka,Ballari,549.5,111.2,27.73,42.15,Strong Wetting,True,0.0067,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,54.79,48.18,50.0,59.44,High
583276,Karnataka,Ballari,566.4,110.4,28.79,42.12,Strong Wetting,True,0.0114,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,54.16,48.18,50.0,59.35,High
583277,Karnataka,Koppal,424.7,109.3,29.39,34.18,Strong Wetting,True,0.0037,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.31,48.18,50.0,59.22,High
583278,Karnataka,Koppal,431.7,108.0,30.61,35.0,Strong Wetting,True,0.0062,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.3,48.18,50.0,59.07,High
583279,Karnataka,Koppal,427.8,108.8,29.55,33.84,Strong Wetting,True,0.013,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.92,48.18,50.0,59.16,High
583280,Karnataka,Koppal,479.0,108.0,30.91,45.09,Strong Wetting,True,0.0014,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.3,48.18,50.0,59.07,High
583281,Karnataka,Koppal,437.3,107.6,32.03,35.75,Strong Wetting,True,0.0029,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.98,48.18,50.0,59.02,High
583282,Karnataka,Koppal,505.8,105.8,28.03,39.87,Strong Wetting,True,0.009,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,50.58,48.18,50.0,58.81,High
583283,Karnataka,Koppal,442.2,107.6,27.35,34.78,Strong Wetting,True,0.0147,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.98,48.18,50.0,59.02,High
583284,Karnataka,Koppal,457.0,108.6,32.5,48.71,Strong Wetting,True,0.0019,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.76,48.18,50.0,59.14,High
583285,Karnataka,Koppal,458.8,89.4,33.6,48.06,Strong Wetting,True,0.0016,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,37.82,48.18,50.0,56.9,High
583287,Karnataka,Koppal,445.0,110.1,27.84,34.99,Strong Wetting,True,0.0203,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.93,48.18,50.0,59.32,High
584101,Karnataka,Raichur,830.0,108.0,25.45,55.14,Strong Wetting,True,0.0107,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.3,48.18,50.0,59.07,High
584102,Karnataka,Raichur,840.3,108.3,25.28,49.1,Strong Wetting,True,0.026,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.53,48.18,50.0,59.11,High
584103,Karnataka,Raichur,828.2,107.4,24.49,54.43,Strong Wetting,True,0.0102,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.83,48.18,50.0,59.0,High
584104,Karnataka,Raichur,792.7,109.0,26.7,55.2,Strong Wetting,True,0.009,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.07,48.18,50.0,59.19,High
584111,Karnataka,Raichur,702.9,107.8,22.18,47.22,Strong Wetting,True,0.0175,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.14,48.18,50.0,59.05,High
584113,Karnataka,Raichur,746.9,109.1,25.21,48.21,Strong Wetting,True,0.0163,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.15,48.18,50.0,59.2,High
584115,Karnataka,Raichur,624.8,107.9,23.86,51.18,Strong Wetting,True,0.0057,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.22,48.18,50.0,59.06,High
584116,Karnataka,Raichur,690.9,109.1,21.97,52.12,Strong Wetting,True,0.0096,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.15,48.18,50.0,59.2,High
584118,Karnataka,Raichur,760.4,108.9,27.16,52.49,Strong Wetting,True,0.0115,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.0,48.18,50.0,59.18,High
584120,Karnataka,Raichur,600.2,106.7,23.41,48.22,Strong Wetting,True,0.0068,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.28,48.18,50.0,58.92,High
584122,Karnataka,Raichur,529.4,106.2,26.48,44.71,Strong Wetting,True,0.005,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,50.89,48.18,50.0,58.86,High
584123,Karnataka,Raichur,661.9,106.7,25.0,49.47,Strong Wetting,True,0.0094,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.28,48.18,50.0,58.92,High
584124,Karnataka,Raichur,512.1,106.8,24.55,40.49,Strong Wetting,True,0.0058,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.36,48.18,50.0,58.93,High
584125,Karnataka,Raichur,469.0,106.6,28.79,38.15,Strong Wetting,True,0.0066,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.21,48.18,50.0,58.91,High
584126,Karnataka,Raichur,717.8,108.6,24.28,46.77,Strong Wetting,True,0.019,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.76,48.18,50.0,59.14,High
584127,Karnataka,Raichur,535.1,106.3,27.48,42.48,Strong Wetting,True,0.0084,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,50.97,48.18,50.0,58.87,High
584128,Karnataka,Raichur,536.3,106.5,26.59,42.89,Strong Wetting,True,0.0065,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.13,48.18,50.0,58.9,High
584129,Karnataka,Raichur,694.3,106.7,25.0,52.77,Strong Wetting,True,0.0074,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.28,48.18,50.0,58.92,High
584132,Karnataka,Raichur,448.4,108.8,29.41,36.14,Strong Wetting,True,0.0162,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.92,48.18,50.0,59.16,High
584133,Karnataka,Raichur,806.0,106.9,24.19,51.68,Strong Wetting,True,0.0126,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.44,48.18,50.0,58.94,High
584134,Karnataka,Raichur,797.3,109.9,26.14,51.54,Strong Wetting,True,0.0146,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.77,48.18,50.0,59.29,High
584135,Karnataka,Raichur,842.9,109.5,24.38,49.99,Strong Wetting,True,0.0237,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.46,48.18,50.0,59.25,High
584136,Karnataka,Raichur,764.0,109.1,26.61,51.49,Strong Wetting,True,0.013,nearest_neighbour,"[584118, 584113, 584134]",15.0,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.15,48.18,50.0,59.2,High
584138,Karnataka,Raichur,586.8,105.5,23.53,47.34,Strong Wetting,True,0.0039,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,50.35,48.18,50.0,58.78,High
584139,Karnataka,Raichur,646.3,107.6,23.15,52.35,Strong Wetting,True,0.0048,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.98,48.18,50.0,59.02,High
584140,Karnataka,Raichur,773.4,107.3,26.2,51.98,Strong Wetting,True,0.009,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.75,48.18,50.0,58.99,High
584143,Karnataka,Raichur,609.5,106.2,23.58,46.48,Strong Wetting,True,0.0067,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,50.89,48.18,50.0,58.86,High
584167,Karnataka,Raichur,542.6,108.8,28.83,43.85,Strong Wetting,True,0.0029,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.92,48.18,50.0,59.16,High
584170,Karnataka,Raichur,796.5,110.5,24.77,50.46,Strong Wetting,True,0.0158,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,54.24,48.18,50.0,59.36,High
584202,Karnataka,Raichur,745.4,108.6,25.16,51.9,Strong Wetting,True,0.0099,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.76,48.18,50.0,59.14,High
584203,Karnataka,Raichur,718.3,109.1,26.06,49.71,Strong Wetting,True,0.0126,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.15,48.18,50.0,59.2,High
585101,Karnataka,Kalaburagi,856.5,106.8,25.0,60.85,Strong Wetting,True,0.019,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.36,48.18,50.0,58.93,High
585102,Karnataka,Kalaburagi,854.1,106.0,22.29,58.52,Strong Wetting,True,0.0207,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,50.74,48.18,50.0,58.84,High
585103,Karnataka,Kalaburagi,814.1,107.7,22.73,53.06,Strong Wetting,True,0.0278,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.06,48.18,50.0,59.04,High
585104,Karnataka,Kalaburagi,838.6,104.7,19.73,52.92,Strong Wetting,True,0.0321,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,49.73,48.18,50.0,58.69,High
585105,Karnataka,Kalaburagi,856.6,107.8,23.48,59.06,Strong Wetting,True,0.0221,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.14,48.18,50.0,59.05,High
585106,Karnataka,Kalaburagi,857.1,107.7,25.0,58.64,Strong Wetting,True,0.0217,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.06,48.18,50.0,59.04,High
585107,Karnataka,Kalaburagi,850.2,107.7,25.0,59.37,Strong Wetting,True,0.0217,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.06,48.18,50.0,59.04,High
585201,Karnataka,Yadgir,818.5,109.2,27.27,51.76,Strong Wetting,True,0.0183,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.23,48.18,50.0,59.21,High
585202,Karnataka,Yadgir,819.0,109.1,25.84,51.9,Strong Wetting,True,0.0176,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.15,48.18,50.0,59.2,High
585210,Karnataka,Kalaburagi,898.1,108.0,21.88,55.73,Strong Wetting,True,0.0239,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.3,48.18,50.0,59.07,High
585211,Karnataka,Kalaburagi,846.4,108.1,22.92,60.28,Strong Wetting,True,0.0125,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.37,48.18,50.0,59.08,High
585212,Karnataka,Kalaburagi,749.5,111.6,23.2,54.8,Strong Wetting,True,0.0152,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,55.1,48.18,50.0,59.49,High
585213,Karnataka,Kalaburagi,774.2,109.5,22.87,53.29,Strong Wetting,True,0.0241,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.46,48.18,50.0,59.25,High
585214,Karnataka,Kalaburagi,904.7,107.8,24.91,64.46,Strong Wetting,True,0.0117,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.14,48.18,50.0,59.05,High
585215,Karnataka,Yadgir,640.8,107.8,25.89,50.64,Strong Wetting,True,0.0098,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.14,48.18,50.0,59.05,High
585216,Karnataka,Yadgir,648.8,106.3,24.74,46.26,Strong Wetting,True,0.0216,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,50.97,48.18,50.0,58.87,High
585217,Karnataka,Kalaburagi,688.2,109.8,19.05,47.2,Strong Wetting,True,0.0212,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.7,48.18,50.0,59.28,High
585218,Karnataka,Kalaburagi,792.0,110.2,24.83,51.87,Strong Wetting,True,0.0198,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,54.01,48.18,50.0,59.33,High
585219,Karnataka,Yadgir,563.6,108.6,26.3,43.81,Strong Wetting,True,0.0104,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.76,48.18,50.0,59.14,High
585220,Karnataka,Yadgir,687.8,107.0,25.0,47.1,Strong Wetting,True,0.019,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.52,48.18,50.0,58.95,High
585221,Karnataka,Yadgir,805.4,110.8,27.27,48.27,Strong Wetting,True,0.0104,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,54.47,48.18,50.0,59.4,High
585222,Karnataka,Kalaburagi,874.6,107.9,22.26,59.55,Strong Wetting,True,0.0178,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.22,48.18,50.0,59.06,High
585223,Karnataka,Yadgir,747.4,108.1,23.86,43.93,Strong Wetting,True,0.0351,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.37,48.18,50.0,59.08,High
585224,Karnataka,Yadgir,714.6,106.7,23.86,48.89,Strong Wetting,True,0.019,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.28,48.18,50.0,58.92,High
585225,Karnataka,Kalaburagi,821.0,109.5,23.33,56.67,Strong Wetting,True,0.0116,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.46,48.18,50.0,59.25,High
585226,Karnataka,Bidar,954.9,86.6,16.52,36.2,Strong Wetting,False,0.1159,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,35.64,48.18,50.0,56.57,High
585227,Karnataka,Bidar,920.9,93.9,19.86,37.98,Strong Wetting,False,0.0773,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,41.32,48.18,50.0,57.42,High
585228,Karnataka,Kalaburagi,836.8,109.1,21.69,61.54,Strong Wetting,True,0.0113,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.15,48.18,50.0,59.2,High
585229,Karnataka,Kalaburagi,841.0,108.8,22.16,61.51,Strong Wetting,True,0.0094,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.92,48.18,50.0,59.16,High
585236,Karnataka,Kalaburagi,748.8,107.9,18.81,47.58,Strong Wetting,True,0.0351,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.22,48.18,50.0,59.06,High
585237,Karnataka,Yadgir,565.1,108.3,26.32,43.89,Strong Wetting,True,0.0106,nearest_neighbour,"[585219, 586124, 585291]",14.8,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.53,48.18,50.0,59.11,High
585265,Karnataka,Kalaburagi,762.2,111.0,23.22,55.4,Strong Wetting,True,0.0163,nearest_neighbour,"[585212, 585213, 585308]",18.5,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,54.63,48.18,50.0,59.42,High
585287,Karnataka,Yadgir,745.1,109.2,23.79,42.25,Strong Wetting,True,0.0425,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.23,48.18,50.0,59.21,High
585290,Karnataka,Yadgir,691.5,107.2,24.29,49.39,Strong Wetting,True,0.0148,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.67,48.18,50.0,58.98,High
585291,Karnataka,Yadgir,618.0,107.5,24.83,50.94,Strong Wetting,True,0.0063,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.91,48.18,50.0,59.01,High
585292,Karnataka,Kalaburagi,865.8,106.8,20.45,57.54,Strong Wetting,True,0.0237,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.36,48.18,50.0,58.93,High
585301,Karnataka,Kalaburagi,721.9,110.5,20.75,48.46,Strong Wetting,True,0.0264,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,54.24,48.18,50.0,59.36,High
585302,Karnataka,Kalaburagi,774.1,108.6,17.58,49.06,Strong Wetting,True,0.032,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,52.76,48.18,50.0,59.14,High
585303,Karnataka,Kalaburagi,772.8,112.2,24.19,51.05,Strong Wetting,True,0.0171,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,55.56,48.18,50.0,59.56,High
585304,Karnataka,Yadgir,714.2,106.6,24.62,46.94,Strong Wetting,True,0.0241,nearest_neighbour,"[585224, 585323, 585220]",14.1,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.21,48.18,50.0,58.91,High
585305,Karnataka,Kalaburagi,949.6,100.8,21.07,46.24,Strong Wetting,False,0.054,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,46.69,48.18,50.0,58.23,High
585306,Karnataka,Kalaburagi,888.4,98.5,22.95,43.6,Strong Wetting,False,0.0577,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,44.9,48.18,50.0,57.96,High
585307,Karnataka,Kalaburagi,930.2,100.3,21.59,45.1,Strong Wetting,False,0.0551,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,46.3,48.18,50.0,58.17,High
585308,Karnataka,Kalaburagi,808.8,109.8,23.75,61.01,Strong Wetting,True,0.0117,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,53.7,48.18,50.0,59.28,High
585309,Karnataka,Kalaburagi,703.8,106.1,23.41,43.15,Strong Wetting,True,0.0392,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,50.82,48.18,50.0,58.85,High
585310,Karnataka,Kalaburagi,741.1,110.4,24.13,50.75,Strong Wetting,True,0.0224,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,54.16,48.18,50.0,59.35,High
585311,Karnataka,Kalaburagi,808.4,105.6,18.41,52.41,Strong Wetting,True,0.0301,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,50.43,48.18,50.0,58.79,High
585312,Karnataka,Kalaburagi,861.1,106.2,21.21,52.78,Strong Wetting,True,0.0311,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,50.89,48.18,50.0,58.86,High
585313,Karnataka,Kalaburagi,864.4,98.0,20.45,45.65,Strong Wetting,True,0.0466,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,44.51,48.18,50.0,57.9,High
585314,Karnataka,Kalaburagi,803.3,107.6,17.46,48.24,Strong Wetting,True,0.0332,polygon_zonal_stats,,,1554,0.6646,1032.79,19.737,64.874,5.9204,0.0752,78.02,72.99,58.99,51.98,48.18,50.0,59.02,High
