pin_code,state,district,raw_ltm_rainfall_mm,raw_cdd_p90_days,raw_deficit_freq_pct,raw_trend_mm_per_decade,trend_direction,trend_significant,mk_pval,data_source,nn_pincodes_used,nn_max_dist_km,pet_mm,aridity_index,chirps_ltm_mm,chirps_deficit_pct,chirps_monsoon_conc,chirps_trend_mm_yr,chirps_trend_pval,norm_aridity_index,norm_ltm_rainfall,norm_deficit_freq,norm_cdd_p90,norm_monsoon_conc,norm_trend,drought_score,risk_level
206003,Uttar Pradesh,Etawah,801.0,85.6,15.06,43.6,Strong Wetting,False,0.0503,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,34.86,80.41,50.0,58.53,High
206120,Uttar Pradesh,Auraiya,833.2,86.3,14.77,47.35,Strong Wetting,False,0.0503,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,35.41,80.41,50.0,58.62,High
206121,Uttar Pradesh,Auraiya,820.3,92.9,14.71,45.65,Strong Wetting,True,0.0428,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,40.54,80.41,50.0,59.39,High
206122,Uttar Pradesh,Auraiya,815.8,91.3,15.55,45.25,Strong Wetting,False,0.0611,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,39.3,80.41,50.0,59.2,High
206123,Uttar Pradesh,Etawah,784.9,81.9,15.23,41.29,Strong Wetting,False,0.0602,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.98,80.41,50.0,58.1,High
206124,Uttar Pradesh,Etawah,821.4,86.6,14.9,47.51,Strong Wetting,False,0.0506,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,35.64,80.41,50.0,58.65,High
206125,Uttar Pradesh,Etawah,805.2,93.7,15.15,44.42,Strong Wetting,True,0.0461,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,41.17,80.41,50.0,59.48,High
206126,Uttar Pradesh,Etawah,813.9,86.9,15.0,44.77,Strong Wetting,True,0.0464,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,35.88,80.41,50.0,58.69,High
206127,Uttar Pradesh,Etawah,816.5,91.8,14.46,44.18,Strong Wetting,False,0.0568,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,39.69,80.41,50.0,59.26,High
206128,Uttar Pradesh,Auraiya,816.5,93.2,14.09,43.76,Strong Wetting,False,0.0589,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,40.78,80.41,50.0,59.42,High
206129,Uttar Pradesh,Auraiya,819.1,92.0,15.03,45.02,Strong Wetting,False,0.0502,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,39.84,80.41,50.0,59.28,High
206130,Uttar Pradesh,Etawah,753.8,83.1,17.05,42.35,Strong Wetting,True,0.0337,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,32.92,80.41,50.0,58.24,High
206131,Uttar Pradesh,Etawah,786.8,91.0,16.02,43.64,Strong Wetting,False,0.0542,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,39.07,80.41,50.0,59.16,High
206241,Uttar Pradesh,Auraiya,837.7,80.7,15.91,47.84,Strong Wetting,False,0.0558,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.05,80.41,50.0,57.96,High
206242,Uttar Pradesh,Etawah,825.1,79.6,14.3,43.85,Strong Wetting,False,0.06,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,30.19,80.41,50.0,57.83,High
206243,Uttar Pradesh,Auraiya,882.0,77.5,18.37,46.85,Strong Wetting,False,0.0847,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,28.56,80.41,50.0,57.59,High
206244,Uttar Pradesh,Auraiya,834.9,78.7,16.19,53.08,Strong Wetting,True,0.0285,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,29.49,80.41,50.0,57.73,High
206245,Uttar Pradesh,Etawah,748.1,85.3,16.44,39.6,Strong Wetting,False,0.0658,nearest_neighbour,"[206002, 206130, 206001]",13.5,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,34.63,80.41,50.0,58.5,High
206246,Uttar Pradesh,Auraiya,825.9,80.9,16.12,48.95,Strong Wetting,True,0.0445,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.21,80.41,50.0,57.99,High
206247,Uttar Pradesh,Auraiya,819.4,84.6,16.53,45.37,Strong Wetting,False,0.0587,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,34.09,80.41,50.0,58.42,High
206248,Uttar Pradesh,Auraiya,861.6,76.8,17.93,48.79,Strong Wetting,False,0.0697,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,28.02,80.41,50.0,57.51,High
206249,Uttar Pradesh,Auraiya,844.2,78.0,16.53,40.25,Strong Wetting,False,0.1167,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,28.95,80.41,50.0,57.65,High
206250,Uttar Pradesh,Auraiya,841.6,76.1,18.18,54.17,Strong Wetting,True,0.0314,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,27.47,80.41,50.0,57.43,High
206251,Uttar Pradesh,Auraiya,880.5,77.8,18.18,46.9,Strong Wetting,False,0.0764,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,28.79,80.41,50.0,57.62,High
206252,Uttar Pradesh,Auraiya,864.1,78.6,15.03,42.32,Strong Wetting,False,0.0797,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,29.42,80.41,50.0,57.72,High
206253,Uttar Pradesh,Etawah,783.8,82.3,15.34,41.52,Strong Wetting,False,0.0577,nearest_neighbour,"[206123, 206130, 206003]",13.1,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,32.3,80.41,50.0,58.15,High
206255,Uttar Pradesh,Auraiya,865.2,76.9,16.67,48.4,Strong Wetting,False,0.068,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,28.09,80.41,50.0,57.52,High
207001,Uttar Pradesh,Etah,799.2,77.8,22.64,25.05,Strong Wetting,False,0.3477,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,28.79,80.41,50.0,57.62,High
207002,Uttar Pradesh,Etah,763.4,78.4,22.16,21.03,Strong Wetting,False,0.4071,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,29.26,80.41,50.0,57.69,High
207003,Uttar Pradesh,Etah,804.5,79.2,21.02,23.51,Strong Wetting,False,0.3878,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,29.88,80.41,50.0,57.79,High
207120,Uttar Pradesh,Etah,802.7,80.4,24.03,28.38,Strong Wetting,False,0.2696,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,30.82,80.41,50.0,57.93,High
207121,Uttar Pradesh,Etah,785.2,79.6,22.61,26.39,Strong Wetting,False,0.3514,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,30.19,80.41,50.0,57.83,High
207122,Uttar Pradesh,Etah,777.1,82.8,24.59,26.07,Strong Wetting,False,0.312,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,32.68,80.41,50.0,58.21,High
207123,Uttar Pradesh,Kasganj,885.1,75.2,20.19,23.73,Strong Wetting,False,0.3434,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,26.77,80.41,50.0,57.32,High
207124,Uttar Pradesh,Kasganj,897.2,75.3,19.12,28.91,Strong Wetting,False,0.2063,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,26.85,80.41,50.0,57.33,High
207125,Uttar Pradesh,Etah,825.6,77.8,24.24,31.8,Strong Wetting,False,0.2123,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,28.79,80.41,50.0,57.62,High
207241,Uttar Pradesh,Etah,838.5,77.1,22.55,25.61,Strong Wetting,False,0.3177,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,28.25,80.41,50.0,57.54,High
207242,Uttar Pradesh,Kasganj,884.9,74.3,22.06,26.17,Strong Wetting,False,0.3487,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,26.07,80.41,50.0,57.22,High
207243,Uttar Pradesh,Kasganj,914.3,76.3,20.54,24.02,Strong Wetting,False,0.3895,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,27.63,80.41,50.0,57.45,High
207244,Uttar Pradesh,Etah,927.2,80.2,21.14,20.88,Strong Wetting,False,0.4126,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,30.66,80.41,50.0,57.9,High
207245,Uttar Pradesh,Kasganj,878.9,74.6,20.74,24.73,Strong Wetting,False,0.3501,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,26.3,80.41,50.0,57.25,High
207246,Uttar Pradesh,Kasganj,844.0,77.3,22.08,25.21,Strong Wetting,False,0.3388,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,28.4,80.41,50.0,57.57,High
207247,Uttar Pradesh,Etah,900.1,81.7,19.7,22.94,Strong Wetting,False,0.4169,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.83,80.41,50.0,58.08,High
207248,Uttar Pradesh,Etah,843.1,81.5,20.98,24.9,Strong Wetting,False,0.3736,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.67,80.41,50.0,58.06,High
207249,Uttar Pradesh,Etah,855.6,81.4,20.1,25.65,Strong Wetting,False,0.3616,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.6,80.41,50.0,58.04,High
207250,Uttar Pradesh,Etah,898.6,82.7,17.05,26.35,Strong Wetting,False,0.3941,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,32.61,80.41,50.0,58.2,High
207301,Uttar Pradesh,Etah,749.3,84.3,23.74,26.03,Strong Wetting,False,0.3425,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,33.85,80.41,50.0,58.38,High
207302,Uttar Pradesh,Etah,750.6,86.2,23.77,29.12,Strong Wetting,False,0.2681,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,35.33,80.41,50.0,58.6,High
207401,Uttar Pradesh,Etah,845.0,78.2,20.45,26.77,Strong Wetting,False,0.2846,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,29.11,80.41,50.0,57.67,High
207402,Uttar Pradesh,Kasganj,894.6,73.3,18.18,24.17,Strong Wetting,False,0.3469,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,25.29,80.41,50.0,57.1,High
207403,Uttar Pradesh,Kasganj,907.5,74.3,19.82,30.4,Strong Wetting,False,0.2236,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,26.07,80.41,50.0,57.22,High
208001,Uttar Pradesh,Kanpur Nagar,754.2,81.8,18.18,47.25,Strong Wetting,True,0.0185,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.91,80.41,50.0,58.09,High
208002,Uttar Pradesh,Kanpur Nagar,772.2,81.2,19.89,47.13,Strong Wetting,True,0.0164,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.44,80.41,50.0,58.02,High
208003,Uttar Pradesh,Kanpur Nagar,740.4,82.2,17.05,44.6,Strong Wetting,True,0.0211,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,32.22,80.41,50.0,58.14,High
208004,Uttar Pradesh,Kanpur Nagar,745.1,82.3,17.05,45.6,Strong Wetting,True,0.0184,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,32.3,80.41,50.0,58.15,High
208005,Uttar Pradesh,Kanpur Nagar,757.7,81.7,19.32,45.05,Strong Wetting,True,0.023,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.83,80.41,50.0,58.08,High
208006,Uttar Pradesh,Kanpur Nagar,747.3,81.4,17.61,43.28,Strong Wetting,True,0.0233,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.6,80.41,50.0,58.04,High
208007,Uttar Pradesh,Kanpur Nagar,774.3,82.5,17.61,46.93,Strong Wetting,True,0.0115,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,32.45,80.41,50.0,58.17,High
208008,Uttar Pradesh,Kanpur Nagar,777.1,82.6,18.75,46.7,Strong Wetting,True,0.0175,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,32.53,80.41,50.0,58.18,High
208009,Uttar Pradesh,Kanpur Nagar,762.3,84.2,17.05,41.38,Strong Wetting,True,0.0407,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,33.77,80.41,50.0,58.37,High
208010,Uttar Pradesh,Kanpur Nagar,773.5,82.8,18.07,46.27,Strong Wetting,True,0.0137,nearest_neighbour,"[208007, 208008, 208015]",4.7,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,32.68,80.41,50.0,58.21,High
208011,Uttar Pradesh,Kanpur Nagar,735.9,82.7,15.91,43.95,Strong Wetting,True,0.0182,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,32.61,80.41,50.0,58.2,High
208012,Uttar Pradesh,Kanpur Nagar,757.7,81.7,19.32,45.05,Strong Wetting,True,0.023,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.83,80.41,50.0,58.08,High
208013,Uttar Pradesh,Kanpur Nagar,759.2,82.9,17.23,45.13,Strong Wetting,True,0.0145,nearest_neighbour,"[208015, 208011, 208007]",2.1,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,32.76,80.41,50.0,58.22,High
208014,Uttar Pradesh,Kanpur Nagar,725.9,82.7,15.91,42.94,Strong Wetting,True,0.0217,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,32.61,80.41,50.0,58.2,High
208015,Uttar Pradesh,Kanpur Nagar,768.0,83.6,18.18,44.6,Strong Wetting,True,0.0136,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,33.31,80.41,50.0,58.3,High
208016,Uttar Pradesh,Kanpur Nagar,777.6,86.3,17.05,43.66,Strong Wetting,True,0.0377,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,35.41,80.41,50.0,58.62,High
208017,Uttar Pradesh,Kanpur Nagar,802.1,80.8,18.64,51.88,Strong Wetting,True,0.0169,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.13,80.41,50.0,57.97,High
208019,Uttar Pradesh,Kanpur Nagar,760.5,81.7,20.45,43.83,Strong Wetting,True,0.0254,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.83,80.41,50.0,58.08,High
208020,Uttar Pradesh,Kanpur Nagar,766.4,85.3,18.47,41.08,Strong Wetting,True,0.0456,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,34.63,80.41,50.0,58.5,High
208021,Uttar Pradesh,Kanpur Nagar,746.5,84.9,17.21,41.39,Strong Wetting,True,0.0349,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,34.32,80.41,50.0,58.45,High
208022,Uttar Pradesh,Kanpur Nagar,754.2,80.6,18.18,41.96,Strong Wetting,True,0.0254,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,30.97,80.41,50.0,57.95,High
208023,Uttar Pradesh,Kanpur Nagar,742.2,82.4,16.67,44.72,Strong Wetting,True,0.019,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,32.37,80.41,50.0,58.16,High
208024,Uttar Pradesh,Kanpur Nagar,774.2,81.2,19.32,45.85,Strong Wetting,True,0.018,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.44,80.41,50.0,58.02,High
208025,Uttar Pradesh,Kanpur Nagar,757.7,81.7,19.32,45.05,Strong Wetting,True,0.023,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.83,80.41,50.0,58.08,High
208026,Uttar Pradesh,Kanpur Nagar,774.2,81.2,19.32,45.85,Strong Wetting,True,0.018,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.44,80.41,50.0,58.02,High
208027,Uttar Pradesh,Kanpur Nagar,736.9,81.1,15.91,41.51,Strong Wetting,True,0.0235,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.36,80.41,50.0,58.01,High
209101,Uttar Pradesh,Kanpur Dehat,818.1,88.9,17.95,42.38,Strong Wetting,False,0.0786,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,37.43,80.41,50.0,58.92,High
209111,Uttar Pradesh,Kanpur Dehat,833.6,96.4,17.12,36.58,Strong Wetting,False,0.1238,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,43.27,80.41,50.0,59.8,High
209112,Uttar Pradesh,Kanpur Dehat,849.7,94.1,17.68,35.89,Strong Wetting,False,0.1253,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,41.48,80.41,50.0,59.53,High
209115,Uttar Pradesh,Kanpur Dehat,849.3,97.4,15.4,38.88,Strong Wetting,False,0.0856,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,44.05,80.41,50.0,59.91,High
209121,Uttar Pradesh,Kanpur Dehat,783.6,92.1,18.06,37.26,Strong Wetting,False,0.0956,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,39.92,80.41,50.0,59.29,High
209125,Uttar Pradesh,Kanpur Dehat,832.7,93.4,15.43,44.55,Strong Wetting,False,0.0559,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,40.93,80.41,50.0,59.45,High
209202,Uttar Pradesh,Kanpur Nagar,921.5,82.0,19.41,52.3,Strong Wetting,True,0.0421,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,32.06,80.41,50.0,58.11,High
209203,Uttar Pradesh,Kanpur Nagar,854.4,82.3,18.8,55.53,Strong Wetting,True,0.0203,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,32.3,80.41,50.0,58.15,High
209204,Uttar Pradesh,Kanpur Dehat,853.1,83.9,19.37,48.65,Strong Wetting,True,0.0437,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,33.54,80.41,50.0,58.34,High
209205,Uttar Pradesh,Kanpur Nagar,876.6,83.6,18.6,53.66,Strong Wetting,True,0.0241,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,33.31,80.41,50.0,58.3,High
209206,Uttar Pradesh,Kanpur Nagar,809.8,92.6,19.89,37.04,Strong Wetting,False,0.0866,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,40.31,80.41,50.0,59.35,High
209208,Uttar Pradesh,Kanpur Dehat,829.5,94.3,19.37,35.9,Strong Wetting,False,0.1121,nearest_neighbour,"[210505, 209206, 209111]",17.2,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,41.63,80.41,50.0,59.55,High
209209,Uttar Pradesh,Kanpur Nagar,751.1,95.3,17.83,35.06,Strong Wetting,False,0.0753,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,42.41,80.41,50.0,59.67,High
209210,Uttar Pradesh,Kanpur Nagar,901.1,83.8,18.18,48.76,Strong Wetting,True,0.0441,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,33.46,80.41,50.0,58.32,High
209214,Uttar Pradesh,Kanpur Nagar,752.4,89.9,17.88,38.26,Strong Wetting,False,0.0611,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,38.21,80.41,50.0,59.04,High
209217,Uttar Pradesh,Kanpur Nagar,809.9,83.5,17.98,49.99,Strong Wetting,True,0.0273,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,33.23,80.41,50.0,58.29,High
209301,Uttar Pradesh,Kanpur Dehat,834.3,91.2,16.9,44.21,Strong Wetting,False,0.0714,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,39.22,80.41,50.0,59.19,High
209302,Uttar Pradesh,Kanpur Dehat,829.6,84.2,18.69,46.37,Strong Wetting,False,0.0567,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,33.77,80.41,50.0,58.37,High
209303,Uttar Pradesh,Kanpur Dehat,834.2,84.2,19.76,46.33,Strong Wetting,False,0.0629,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,33.77,80.41,50.0,58.37,High
209304,Uttar Pradesh,Kanpur Nagar,779.4,89.0,18.39,38.44,Strong Wetting,False,0.0771,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,37.51,80.41,50.0,58.93,High
209305,Uttar Pradesh,Kanpur Nagar,772.1,87.5,17.61,39.57,Strong Wetting,False,0.0548,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,36.34,80.41,50.0,58.76,High
209306,Uttar Pradesh,Kanpur Dehat,866.4,80.9,18.1,49.97,Strong Wetting,True,0.0488,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.21,80.41,50.0,57.99,High
209307,Uttar Pradesh,Kanpur Dehat,803.9,86.8,18.18,42.58,Strong Wetting,False,0.0618,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,35.8,80.41,50.0,58.67,High
209308,Uttar Pradesh,Kanpur Nagar,760.4,95.7,18.99,37.65,Strong Wetting,False,0.0866,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,42.72,80.41,50.0,59.71,High
209310,Uttar Pradesh,Kanpur Dehat,828.7,86.7,17.53,47.7,Strong Wetting,False,0.0521,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,35.72,80.41,50.0,58.66,High
209311,Uttar Pradesh,Kanpur Dehat,803.4,91.6,16.86,38.77,Strong Wetting,False,0.0982,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,39.53,80.41,50.0,59.23,High
209312,Uttar Pradesh,Kanpur Dehat,827.5,97.1,16.67,39.71,Strong Wetting,False,0.1003,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,43.81,80.41,50.0,59.88,High
209401,Uttar Pradesh,Kanpur Nagar,753.5,90.3,18.64,35.88,Strong Wetting,False,0.0691,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,38.52,80.41,50.0,59.08,High
209402,Uttar Pradesh,Kanpur Nagar,778.7,84.4,19.79,40.4,Strong Wetting,True,0.0417,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,33.93,80.41,50.0,58.39,High
209501,Uttar Pradesh,Farrukhabad,948.3,81.7,18.54,20.14,Strong Wetting,False,0.4691,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,31.83,80.41,50.0,58.08,High
209502,Uttar Pradesh,Farrukhabad,958.6,79.1,19.25,11.23,Strong Wetting,False,0.6607,polygon_zonal_stats,,,1402,0.7442,1043.38,16.435,84.616,1.4994,0.3741,73.63,72.52,45.47,29.81,80.41,50.0,57.78,High
