pin_code,state,district,flood_hazard_pct,flood_occurrence_pct,twi_pct,water_prox_pct,rainfall_score,flood_trend_raw,flood_hazard_pct_norm,flood_occurrence_pct_norm,twi_pct_norm,water_prox_pct_norm,rainfall_score_norm,flood_trend_norm,method,flood_score,flood_risk_level,weight_scheme,is_coastal,coastal_adjustment,flood_score_raw
110001,Delhi,Central,0.0,0.0,68.0,100.0,12.36,0.0,15.94,38.61,79.28,100.0,12.36,0.0,polygon,36.9285,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,36.9285
110002,Delhi,Central,32.0,1.0,68.0,100.0,11.77,0.725181598062954,76.2,82.43,79.28,100.0,11.77,1.18,polygon,52.747,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,52.747
110003,Delhi,New Delhi,7.0,0.0,68.0,100.0,14.26,0.3401178361006963,56.21,38.61,79.28,100.0,14.26,0.55,polygon,43.3915,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,43.3915
110004,Delhi,New Delhi,0.0,0.0,67.0,100.0,14.26,0.0,15.94,38.61,60.83,100.0,14.26,0.0,polygon,34.446000000000005,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.446000000000005
110005,Delhi,Central,0.0,0.0,67.0,100.0,11.8,0.0,15.94,38.61,60.83,100.0,11.8,0.0,polygon,34.077000000000005,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.077000000000005
110006,Delhi,Central,7.0,0.0,67.0,100.0,11.8,0.302020202020202,56.21,38.61,60.83,100.0,11.8,0.49,polygon,40.24,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,40.24
110007,Delhi,Central,0.0,0.0,68.0,100.0,11.8,0.0533333333333333,15.94,38.61,79.28,100.0,11.8,0.09,polygon,36.867,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,36.867
110008,Delhi,West,0.0,0.0,67.0,100.0,11.8,0.0,15.94,38.61,60.83,100.0,11.8,0.0,polygon,34.077000000000005,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.077000000000005
110009,Delhi,North,44.0,0.0,68.0,100.0,11.8,0.0477211796246648,80.57,38.61,79.28,100.0,11.8,0.08,polygon,46.559000000000005,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,46.559000000000005
110010,Delhi,New Delhi,0.0,0.0,68.0,62.0,12.53,0.0,15.94,38.61,79.28,62.0,12.53,0.0,polygon,31.254,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,31.254
110011,Delhi,New Delhi,0.0,0.0,68.0,100.0,14.26,0.0,15.94,38.61,79.28,100.0,14.26,0.0,polygon,37.2135,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.2135
110012,Delhi,West,0.0,0.0,68.0,99.0,12.08,0.0,15.94,38.61,79.28,99.0,12.08,0.0,polygon,36.7365,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,36.7365
110013,Delhi,South,59.0,2.0,69.0,100.0,14.26,1.5625,84.83,89.36,96.48,100.0,14.26,2.54,polygon,58.3745,Very High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,58.3745
110014,Delhi,South,35.0,0.0,69.0,100.0,14.26,0.6168384879725086,77.36,38.61,96.48,100.0,14.26,1.0,polygon,49.2565,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,49.2565
110015,Delhi,West,2.0,0.0,68.0,100.0,11.79,0.1597160603371783,42.22,38.61,79.28,100.0,11.79,0.26,polygon,40.85,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,40.85
110016,Delhi,South,0.0,0.0,68.0,100.0,14.26,0.2200956937799043,15.94,38.61,79.28,100.0,14.26,0.36,polygon,37.30350000000001,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.30350000000001
110017,Delhi,South,0.0,0.0,69.0,100.0,14.26,0.0,15.94,38.61,96.48,100.0,14.26,0.0,polygon,39.7935,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,39.7935
110018,Delhi,West,29.0,0.0,68.0,100.0,12.65,0.157928388746803,74.87,38.61,79.28,100.0,12.65,0.26,polygon,45.8765,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,45.8765
110019,Delhi,South East,0.0,0.0,67.0,96.0,14.26,0.0151387720773759,15.94,38.61,60.83,96.0,14.26,0.02,polygon,33.851000000000006,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,33.851000000000006
110020,Delhi,South,0.0,0.0,68.0,100.0,14.26,0.0,15.94,38.61,79.28,100.0,14.26,0.0,polygon,37.2135,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.2135
110021,Delhi,New Delhi,0.0,0.0,68.0,100.0,14.03,0.0,15.94,38.61,79.28,100.0,14.03,0.0,polygon,37.179,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.179
110022,Delhi,New Delhi,0.0,0.0,69.0,100.0,14.26,0.0,15.94,38.61,96.48,100.0,14.26,0.0,polygon,39.7935,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,39.7935
110023,Delhi,New Delhi,0.0,0.0,69.0,100.0,14.26,0.0,15.94,38.61,96.48,100.0,14.26,0.0,polygon,39.7935,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,39.7935
110024,Delhi,South,0.0,0.0,68.0,100.0,14.26,0.0,15.94,38.61,79.28,100.0,14.26,0.0,polygon,37.2135,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.2135
110025,Delhi,Budaun,47.0,5.0,68.0,100.0,14.26,1.794691224268689,81.56,94.52,79.28,100.0,14.26,2.91,polygon,56.1705,Very High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,56.1705
110026,Delhi,West,3.0,0.0,69.0,100.0,11.69,0.0863453815261044,46.18,38.61,96.48,100.0,11.69,0.14,polygon,43.979,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,43.979
110027,Delhi,West,4.0,0.0,68.0,100.0,11.83,0.1222606689734717,49.31,38.61,79.28,100.0,11.83,0.2,polygon,41.9045,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,41.9045
110028,Delhi,New Delhi,0.0,0.0,68.0,100.0,11.81,0.0,15.94,38.61,79.28,100.0,11.81,0.0,polygon,36.846,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,36.846
110029,Delhi,South,0.0,0.0,69.0,100.0,14.26,0.0,15.94,38.61,96.48,100.0,14.26,0.0,polygon,39.7935,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,39.7935
110030,Delhi,South,0.0,0.0,68.0,100.0,14.26,0.0229629629629629,15.94,38.61,79.28,100.0,14.26,0.04,polygon,37.2235,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.2235
110031,Delhi,East,67.0,1.0,68.0,100.0,11.8,0.6293785310734463,87.23,82.43,79.28,100.0,11.8,1.02,polygon,54.36600000000001,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,54.36600000000001
110032,Delhi,Shahdara,82.0,0.0,69.0,100.0,11.8,0.0,91.07,38.61,96.48,100.0,11.8,0.0,polygon,50.694,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,50.694
110033,Delhi,North,30.0,0.0,68.0,100.0,11.8,0.045985401459854,75.36,38.61,79.28,100.0,11.8,0.07,polygon,45.775,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,45.775
110034,Delhi,North West,0.0,0.0,68.0,100.0,11.88,0.0311185870479394,15.94,38.61,79.28,100.0,11.88,0.05,polygon,36.869,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,36.869
110035,Delhi,North West,1.0,0.0,68.0,100.0,11.8,0.0,35.89,38.61,79.28,100.0,11.8,0.0,polygon,39.837,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,39.837
110036,Delhi,North,94.0,0.0,68.0,100.0,11.77,0.1291367270519178,95.24,38.61,79.28,100.0,11.77,0.21,polygon,48.7875,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,48.7875
110037,Delhi,New Delhi,0.0,0.0,68.0,100.0,13.41,0.0268380694632386,15.94,38.61,79.28,100.0,13.41,0.04,polygon,37.096,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.096
110038,Delhi,New Delhi,0.0,0.0,68.0,100.0,13.79,0.0,15.94,38.61,79.28,100.0,13.79,0.0,polygon,37.143,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.143
110039,Delhi,North,0.0,0.0,68.0,100.0,12.65,0.0257474069554606,15.94,38.61,79.28,100.0,12.65,0.04,polygon,36.982,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,36.982
110040,Delhi,North,37.0,0.0,68.0,100.0,11.89,0.041423657843577,78.07,38.61,79.28,100.0,11.89,0.07,polygon,46.19499999999999,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,46.19499999999999
110041,Delhi,West,84.0,0.0,68.0,100.0,12.65,0.22642151855635,91.74,38.61,79.28,100.0,12.65,0.37,polygon,48.4345,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,48.4345
110042,Delhi,North,42.0,0.0,68.0,100.0,11.81,0.1485870556061987,79.9,38.61,79.28,100.0,11.81,0.24,polygon,46.50000000000001,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,46.50000000000001
110043,Delhi,South West,91.0,0.0,67.0,100.0,13.6,0.1644664466446644,93.99,38.61,60.83,100.0,13.6,0.27,polygon,46.122,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,46.122
110044,Delhi,South,18.0,0.0,68.0,100.0,14.26,0.1884798909338786,68.59,38.61,79.28,100.0,14.26,0.31,polygon,45.188500000000005,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,45.188500000000005
110045,Delhi,South West,0.0,0.0,68.0,100.0,14.26,0.0,15.94,38.61,79.28,100.0,14.26,0.0,polygon,37.2135,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.2135
110046,Delhi,New Delhi,0.0,0.0,67.0,96.0,14.26,0.0,15.94,38.61,60.83,96.0,14.26,0.0,polygon,33.846000000000004,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,33.846000000000004
110047,Delhi,South,0.0,0.0,68.0,100.0,13.82,0.0178217821782178,15.94,38.61,79.28,100.0,13.82,0.03,polygon,37.155,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.155
110048,Delhi,South,0.0,0.0,68.0,93.0,14.26,0.0,15.94,38.61,79.28,93.0,14.26,0.0,polygon,36.163500000000006,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,36.163500000000006
110049,Delhi,South,0.0,0.0,68.0,100.0,14.26,0.0,15.94,38.61,79.28,100.0,14.26,0.0,polygon,37.2135,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.2135
110051,Delhi,East,57.0,0.0,67.0,100.0,11.8,0.0,84.35,38.61,60.83,100.0,11.8,0.0,polygon,44.3385,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,44.3385
110052,Delhi,North,0.0,0.0,68.0,100.0,11.8,0.0,15.94,38.61,79.28,100.0,11.8,0.0,polygon,36.8445,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,36.8445
110053,Delhi,North East,77.0,1.0,68.0,100.0,11.8,0.5478507704785077,89.61,82.43,79.28,100.0,11.8,0.89,polygon,54.6905,Very High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,54.6905
110054,Delhi,Central,18.0,1.0,69.0,100.0,11.8,0.446535500427716,68.59,82.43,96.48,100.0,11.8,0.72,polygon,54.075,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,54.075
110055,Delhi,Central,0.0,0.0,68.0,100.0,11.8,0.0,15.94,38.61,79.28,100.0,11.8,0.0,polygon,36.8445,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,36.8445
110056,Delhi,North West,0.0,0.0,68.0,100.0,12.1,0.0,15.94,38.61,79.28,100.0,12.1,0.0,polygon,36.8895,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,36.8895
110057,Delhi,New Delhi,0.0,0.0,68.0,100.0,14.26,0.0,15.94,38.61,79.28,100.0,14.26,0.0,polygon,37.2135,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.2135
110058,Delhi,West,0.0,0.0,67.0,100.0,13.48,0.0,15.94,38.61,60.83,100.0,13.48,0.0,polygon,34.329,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.329
110059,Delhi,West,51.0,0.0,68.0,100.0,13.48,0.1060546102097348,82.79,38.61,79.28,100.0,13.48,0.17,polygon,47.1665,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,47.1665
110060,Delhi,Central,0.0,0.0,67.0,100.0,11.8,0.0,15.94,38.61,60.83,100.0,11.8,0.0,polygon,34.077000000000005,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.077000000000005
110061,Delhi,New Delhi,40.0,0.0,68.0,100.0,14.26,0.0229522952295229,79.19,38.61,79.28,100.0,14.26,0.04,polygon,46.711,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,46.711
110062,Delhi,South,0.0,0.0,68.0,84.0,14.26,0.0,15.94,38.61,79.28,84.0,14.26,0.0,polygon,34.813500000000005,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.813500000000005
110063,Delhi,West,7.0,0.0,68.0,100.0,12.65,0.1938073394495413,56.21,38.61,79.28,100.0,12.65,0.31,polygon,43.09,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,43.09
110064,Delhi,West,1.0,0.0,69.0,100.0,12.48,0.0,35.89,38.61,96.48,100.0,12.48,0.0,polygon,42.519,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,42.519
110065,Delhi,South,12.0,0.0,68.0,100.0,14.26,0.0089686098654708,63.3,38.61,79.28,100.0,14.26,0.01,polygon,44.32,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,44.32
110066,Delhi,New Delhi,0.0,0.0,66.0,100.0,14.26,0.0,15.94,38.61,51.2,100.0,14.26,0.0,polygon,33.0015,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,33.0015
110067,Delhi,New Delhi,0.0,0.0,67.0,100.0,14.26,0.0371389270976616,15.94,38.61,60.83,100.0,14.26,0.06,polygon,34.461000000000006,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.461000000000006
110068,Delhi,South,0.0,0.0,68.0,100.0,14.26,0.0,15.94,38.61,79.28,100.0,14.26,0.0,polygon,37.2135,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.2135
110069,Delhi,New Delhi,0.0,0.0,70.0,100.0,14.26,0.0,15.94,38.61,99.9,100.0,14.26,0.0,polygon,40.30650000000001,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,40.30650000000001
110070,Delhi,New Delhi,0.0,0.0,67.0,100.0,14.17,0.0133819951338199,15.94,38.61,60.83,100.0,14.17,0.02,polygon,34.43750000000001,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.43750000000001
110071,Delhi,South West,99.0,0.0,68.0,100.0,14.26,0.0598025933810721,98.14,38.61,79.28,100.0,14.26,0.1,polygon,49.5685,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,49.5685
110072,Delhi,South West,97.0,0.0,68.0,100.0,12.65,0.0223992035838725,96.69,38.61,79.28,100.0,12.65,0.04,polygon,49.0945,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,49.0945
110073,Delhi,South West,93.0,0.0,67.0,100.0,13.86,0.1541330557724,94.79,38.61,60.83,100.0,13.86,0.25,polygon,46.276,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,46.276
110074,Delhi,South,0.0,0.0,68.0,100.0,14.26,0.0510956485616367,15.94,38.61,79.28,100.0,14.26,0.08,polygon,37.23350000000001,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.23350000000001
110075,Delhi,South West,77.0,0.0,69.0,100.0,14.26,0.0450070323488045,89.61,38.61,96.48,100.0,14.26,0.07,polygon,50.8615,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,50.8615
110076,Delhi,South,45.0,0.0,69.0,100.0,14.26,0.5970574276222117,80.89,38.61,96.48,100.0,14.26,0.97,polygon,49.7785,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,49.7785
110077,Delhi,New Delhi,0.0,0.0,68.0,100.0,14.26,0.0493827160493827,15.94,38.61,79.28,100.0,14.26,0.08,polygon,37.23350000000001,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.23350000000001
110078,Delhi,South West,77.0,0.0,68.0,100.0,14.26,0.0908045977011494,89.61,38.61,79.28,100.0,14.26,0.15,polygon,48.3015,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,48.3015
110080,Delhi,South,0.0,0.0,68.0,100.0,14.26,0.0,15.94,38.61,79.28,100.0,14.26,0.0,polygon,37.2135,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.2135
110081,Delhi,North West,44.0,0.0,68.0,100.0,12.65,0.0958105002651582,80.57,38.61,79.28,100.0,12.65,0.16,polygon,46.7065,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,46.7065
110082,Delhi,North,17.0,0.0,68.0,100.0,12.2,0.0566136185755283,67.77,38.61,79.28,100.0,12.2,0.09,polygon,44.7015,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,44.7015
110083,Delhi,North West,2.0,0.0,68.0,100.0,12.65,0.0,42.22,38.61,79.28,100.0,12.65,0.0,polygon,40.914,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,40.914
110084,Delhi,Central,97.0,2.0,68.0,100.0,11.8,1.1651741293532338,96.69,89.36,79.28,100.0,11.8,1.89,polygon,57.042,Very High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,57.042
110085,Delhi,North West,0.0,0.0,67.0,100.0,11.73,0.065989847715736,15.94,38.61,60.83,100.0,11.73,0.11,polygon,34.09400000000001,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.09400000000001
110086,Delhi,North West,30.0,0.0,68.0,100.0,12.65,0.3387720051524259,75.36,38.61,79.28,100.0,12.65,0.55,polygon,46.0225,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,46.0225
110087,Delhi,West,36.0,0.0,68.0,100.0,12.65,0.1721556886227545,77.71,38.61,79.28,100.0,12.65,0.28,polygon,46.307500000000005,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,46.307500000000005
110088,Delhi,North,0.0,0.0,68.0,100.0,11.8,0.0366178428761651,15.94,38.61,79.28,100.0,11.8,0.06,polygon,36.8595,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,36.8595
110089,Delhi,North West,0.0,0.0,68.0,100.0,11.87,0.0700525394045534,15.94,38.61,79.28,100.0,11.87,0.11,polygon,36.8825,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,36.8825
110090,Delhi,North East,96.0,1.0,68.0,100.0,11.8,0.4338469713071201,96.13,82.43,79.28,100.0,11.8,0.7,polygon,55.621,Very High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,55.621
110091,Delhi,East,68.0,1.0,68.0,100.0,14.19,0.6805080605764533,87.45,82.43,79.28,100.0,14.19,1.1,polygon,54.7775,Very High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,54.7775
110092,Delhi,East,78.0,0.0,68.0,100.0,11.83,0.3331218274111675,89.91,38.61,79.28,100.0,11.83,0.54,polygon,48.0795,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,48.0795
110093,Delhi,North East,77.0,0.0,68.0,100.0,11.8,0.0601503759398496,89.61,38.61,79.28,100.0,11.8,0.1,polygon,47.92,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,47.92
110094,Delhi,North East,98.0,2.0,68.0,100.0,11.8,1.0141643059490084,97.33,89.36,79.28,100.0,11.8,1.65,polygon,57.078,Very High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,57.078
110095,Delhi,Shahdara,92.0,0.0,67.0,100.0,11.8,0.0,94.38,38.61,60.83,100.0,11.8,0.0,polygon,45.843,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,45.843
110096,Delhi,East,81.0,0.0,69.0,100.0,12.92,0.0647058823529411,90.7,38.61,96.48,100.0,12.92,0.11,polygon,50.834,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,50.834
110097,Delhi,South West,0.0,0.0,69.0,100.0,14.26,0.1007025761124121,15.94,38.61,96.48,100.0,14.26,0.16,polygon,39.8335,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,39.8335
110099,Delhi,North West,2.0,0.0,67.0,100.0,12.65,0.0106044538706256,42.22,38.61,60.83,100.0,12.65,0.02,polygon,38.1515,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,38.1515
110110,Delhi,North West,0.0,0.0,67.0,100.0,11.73,0.0,15.94,38.61,60.83,100.0,11.73,0.0,polygon,34.066500000000005,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.066500000000005
121001,Haryana,Faridabad,0.0,0.0,68.0,100.0,13.97,0.0,15.94,38.61,79.28,100.0,13.97,0.0,polygon,37.17,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.17
121002,Haryana,Faridabad,41.0,0.0,68.0,100.0,12.1,0.2853938185443669,79.56,38.61,79.28,100.0,12.1,0.46,polygon,46.5475,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,46.5475
121003,Haryana,Faridabad,21.0,0.0,68.0,100.0,14.26,0.1448074110190151,70.88,38.61,79.28,100.0,14.26,0.23,polygon,45.512,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,45.512
121004,Haryana,Faridabad,7.0,0.0,68.0,100.0,13.62,0.0833110481182364,56.21,38.61,79.28,100.0,13.62,0.14,polygon,43.19299999999999,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,43.19299999999999
121005,Haryana,Faridabad,0.0,0.0,69.0,100.0,15.87,0.0487106017191977,15.94,38.61,96.48,100.0,15.87,0.08,polygon,40.055,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,40.055
121006,Haryana,Faridabad,0.0,0.0,69.0,100.0,14.99,0.0,15.94,38.61,96.48,100.0,14.99,0.0,polygon,39.903,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,39.903
121007,Haryana,Faridabad,0.0,0.0,68.0,100.0,14.26,0.0,15.94,38.61,79.28,100.0,14.26,0.0,polygon,37.2135,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.2135
121008,Haryana,Faridabad,0.0,0.0,67.0,100.0,14.26,0.0,15.94,38.61,60.83,100.0,14.26,0.0,polygon,34.446000000000005,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.446000000000005
121009,Haryana,Faridabad,1.0,0.0,68.0,100.0,14.26,0.0,35.89,38.61,79.28,100.0,14.26,0.0,polygon,40.206,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,40.206
121010,Haryana,Faridabad,0.0,0.0,68.0,100.0,14.26,0.068259385665529,15.94,38.61,79.28,100.0,14.26,0.11,polygon,37.24100000000001,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.24100000000001
121012,Haryana,Faridabad,0.0,0.0,68.0,100.0,14.26,0.0,15.94,38.61,79.28,100.0,14.26,0.0,polygon,37.2135,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.2135
121013,Haryana,Faridabad,78.0,0.0,68.0,100.0,14.26,0.3245305164319249,89.91,38.61,79.28,100.0,14.26,0.53,polygon,48.441500000000005,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,48.441500000000005
121014,Haryana,Faridabad,0.0,0.0,67.0,100.0,14.26,0.1625,15.94,38.61,60.83,100.0,14.26,0.26,polygon,34.511,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.511
121015,Haryana,Faridabad,0.0,0.0,67.0,100.0,16.87,0.0,15.94,38.61,60.83,100.0,16.87,0.0,polygon,34.837500000000006,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.837500000000006
121101,Haryana,Faridabad,28.0,0.0,68.0,100.0,10.62,0.2997266175130478,74.41,38.61,79.28,100.0,10.62,0.49,polygon,45.5605,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,45.5605
121102,Haryana,Palwal,21.0,0.0,68.0,100.0,12.68,0.0971351642434033,70.88,38.61,79.28,100.0,12.68,0.16,polygon,45.2575,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,45.2575
121103,Haryana,Palwal,16.0,0.0,68.0,100.0,11.33,1.0096083589069125,66.96,38.61,79.28,100.0,11.33,1.64,polygon,44.837,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,44.837
121105,Haryana,Palwal,15.0,0.0,67.0,100.0,10.74,0.0251790753201649,66.15,38.61,60.83,100.0,10.74,0.04,polygon,41.4595,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,41.4595
121106,Haryana,Palwal,3.0,0.0,66.0,100.0,9.72,0.0190251000363768,46.18,38.61,51.2,100.0,9.72,0.03,polygon,36.864,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,36.864
121107,Haryana,Palwal,14.0,0.0,66.0,100.0,10.22,0.1915682186703729,65.25,38.61,51.2,100.0,10.22,0.31,polygon,39.8695,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,39.8695
122001,Haryana,Gurugram,1.0,0.0,68.0,100.0,14.26,0.4566093006224826,35.89,38.61,79.28,100.0,14.26,0.74,polygon,40.391000000000005,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,40.391000000000005
122002,Haryana,Gurugram,0.0,0.0,68.0,100.0,14.24,0.1114754098360655,15.94,38.61,79.28,100.0,14.24,0.18,polygon,37.255500000000005,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.255500000000005
122003,Haryana,Gurugram,0.0,0.0,68.0,100.0,13.49,0.0143551748089835,15.94,38.61,79.28,100.0,13.49,0.02,polygon,37.103,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.103
122004,Haryana,Gurugram,0.0,0.0,68.0,100.0,13.88,0.0760144524735964,15.94,38.61,79.28,100.0,13.88,0.12,polygon,37.1865,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.1865
122005,Haryana,Gurugram,0.0,0.0,67.0,100.0,14.26,0.2641509433962264,15.94,38.61,60.83,100.0,14.26,0.43,polygon,34.55350000000001,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.55350000000001
122006,Haryana,Gurugram,76.0,0.0,68.0,100.0,14.26,0.8154780940198273,89.34,38.61,79.28,100.0,14.26,1.32,polygon,48.5535,High,ipcc_15x5_25trend_inform_coastal+7,False,0.0,48.5535
122007,Haryana,Gurugram,0.0,0.0,68.0,100.0,14.26,0.1421052631578947,15.94,38.61,79.28,100.0,14.26,0.23,polygon,37.271,Medium,ipcc_15x5_25trend_inform_coastal+7,False,0.0,37.271
122008,Haryana,Gurugram,0.0,0.0,67.0,100.0,14.26,0.12109375,15.94,38.61,60.83,100.0,14.26,0.2,polygon,34.496,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.496
122009,Haryana,Gurugram,0.0,0.0,67.0,100.0,14.26,0.1727574750830564,15.94,38.61,60.83,100.0,14.26,0.28,polygon,34.516000000000005,Low,ipcc_15x5_25trend_inform_coastal+7,False,0.0,34.516000000000005
